
INFO 	2016-04-14 12:43:07 	[preliminary_checks] 	HIC003 found in /users/project/4DGenome/data/4DGenome_metadata.db
INFO 	2016-04-15 13:17:06 	[post_filtering_statistics] 	- self-circle ends: sequencing coverage along chromosomes and coverage values
TIME 	2016-04-15 14:20:20 	[post_filtering_statistics] 	step time for completion (seconds) = 3794

INFO 	2016-04-15 14:20:26 	[index_contacts] 	indexing /users/project/4DGenome_no_backup/data/hic/samples/HIC003/results/hg38_mmtv/filtered_reads/*filtered_map.tsv
TIME 	2016-04-15 16:01:21 	[index_contacts] 	step time for completion (seconds) = 6055

INFO 	2016-04-15 16:01:25 	[map_to_bam] 	converting MAP to BAM
[bam_sort_core] merging from 132 files...
TIME 	2016-04-15 20:18:59 	[map_to_bam] 	step time for completion (seconds) = 15454

INFO 	2016-04-15 20:19:16 	[downstream_bam] 	perform several downstream analyses
TIME 	2016-04-16 11:29:35 	[downstream_bam] 	step time for completion (seconds) = 54619

INFO 	2016-04-16 11:29:37 	[clean_up] 	deleting the following intermediate files/directories:
INFO 	2016-04-16 11:29:37 	[clean_up] 	/users/project/4DGenome_no_backup/data/hic/samples/HIC003/fastqs_processed
INFO 	2016-04-16 11:29:37 	[clean_up] 	/users/project/4DGenome_no_backup/data/hic/samples/HIC003/mapped_reads
TIME 	2016-04-16 11:29:37 	[clean_up] 	step time for completion (seconds) = 0


