
INFO 	2016-04-14 14:16:50 	[preliminary_checks] 	HIC008 found in /users/project/4DGenome/data/4DGenome_metadata.db
INFO 	2016-04-14 15:43:57 	[trim_reads_trimmomatic] 	unpaired reads are deleted
TIME 	2016-04-14 15:43:57 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 4846

INFO 	2016-04-14 15:44:03 	[align_and_merge] 	species = Homo_sapiens
INFO 	2016-04-14 15:44:03 	[align_and_merge] 	assembly version = hg38_mmtv
INFO 	2016-04-14 15:44:03 	[align_and_merge] 	restriction enzyme = DpnII
INFO 	2016-04-14 15:44:03 	[align_and_merge] 	read length = 101
INFO 	2016-04-14 15:44:03 	[align_and_merge] 	genome reference FASTA file found at /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa
INFO 	2016-04-14 15:44:03 	[align_and_merge] 	mapping, processing reads according to restriction enzyme fragments and merging aligments for read1 and read2...
INFO 	2016-04-14 23:08:22 	[align_and_merge] 	output saved in /users/project/4DGenome_no_backup/data/hic/samples/HIC008/logs/hg38_mmtv/HIC008_align_and_merge_paired_end.log
TIME 	2016-04-14 23:10:07 	[align_and_merge] 	step time for completion (seconds) = 26768

INFO 	2016-04-14 23:10:23 	[post_mapping_statistics] 	generating post mapping descriptive statistics plots...
INFO 	2016-04-14 23:48:09 	[post_mapping_statistics] 	fraction of reads mapped read1 = 0.883739918428
INFO 	2016-04-14 23:48:10 	[post_mapping_statistics] 	fraction of reads mapped read2 = 0.810198052884
INFO 	2016-04-14 23:48:10 	[post_mapping_statistics] 	number of pairs in which both read1 and read2 are mapped = 147373314
INFO 	2016-04-14 23:48:10 	[post_mapping_statistics] 	counts-to-distance slope = -1.1397442908
TIME 	2016-04-14 23:48:16 	[post_mapping_statistics] 	step time for completion (seconds) = 2274

INFO 	2016-04-14 23:48:35 	[reads_filtering] 	filtering reads based on multiple quality parameters...
INFO 	2016-04-14 23:48:35 	[reads_filtering] 	filtered reads to be used for subsequent analyses are at /users/project/4DGenome_no_backup/data/hic/samples/HIC008/results/hg38_mmtv/filtered_reads
INFO 	2016-04-14 23:48:35 	[reads_filtering] 	excluded reads due to dangling ends are at /users/project/4DGenome_no_backup/data/hic/samples/HIC008/results/hg38_mmtv/excluded_reads/dangling_ends
INFO 	2016-04-14 23:48:35 	[reads_filtering] 	excluded reads due to self circle are at /users/project/4DGenome_no_backup/data/hic/samples/HIC008/results/hg38_mmtv/excluded_reads/self_circle
INFO 	2016-04-14 23:48:35 	[reads_filtering] 	summary of excluded reads at /users/project/4DGenome_no_backup/data/hic/samples/HIC008/results/hg38_mmtv/excluded_reads/summary_excluded_per_filter
INFO 	2016-04-15 00:06:52 	[reads_filtering] 	numbers and fractions of filtered and excluded reads added to the metadata
TIME 	2016-04-15 00:08:46 	[reads_filtering] 	step time for completion (seconds) = 1229

INFO 	2016-04-15 00:08:48 	[post_filtering_statistics] 	generating post filtering descriptive statistics plots... saved at /users/project/4DGenome_no_backup/data/hic/samples/HIC008/plots/hg38_mmtv/post_filtering_statistics:
INFO 	2016-04-15 00:08:48 	[post_filtering_statistics] 	- filtered reads: sequencing coverage along chromosomes, coverage values and interaction matrix
INFO 	2016-04-15 00:08:48 	[post_filtering_statistics] 	- dangling ends: sequencing coverage along chromosomes and coverage values
INFO 	2016-04-15 00:08:48 	[post_filtering_statistics] 	- self-circle ends: sequencing coverage along chromosomes and coverage values
TIME 	2016-04-15 00:36:39 	[post_filtering_statistics] 	step time for completion (seconds) = 1671

INFO 	2016-04-15 00:36:41 	[index_contacts] 	indexing /users/project/4DGenome_no_backup/data/hic/samples/HIC008/results/hg38_mmtv/filtered_reads/*filtered_map.tsv
TIME 	2016-04-15 01:19:02 	[index_contacts] 	step time for completion (seconds) = 2541

INFO 	2016-04-15 01:19:17 	[map_to_bam] 	converting MAP to BAM
[bam_sort_core] merging from 54 files...
TIME 	2016-04-15 02:53:31 	[map_to_bam] 	step time for completion (seconds) = 5654

INFO 	2016-04-15 02:53:33 	[downstream_bam] 	perform several downstream analyses
TIME 	2016-04-15 14:29:23 	[downstream_bam] 	step time for completion (seconds) = 41750

INFO 	2016-04-15 14:29:25 	[clean_up] 	deleting the following intermediate files/directories:
INFO 	2016-04-15 14:29:25 	[clean_up] 	/users/project/4DGenome_no_backup/data/hic/samples/HIC008/fastqs_processed
INFO 	2016-04-15 14:29:25 	[clean_up] 	/users/project/4DGenome_no_backup/data/hic/samples/HIC008/mapped_reads
TIME 	2016-04-15 14:29:26 	[clean_up] 	step time for completion (seconds) = 1


