
INFO 	2016-04-06 10:37:35 	[preliminary_checks] 	a1e46328c_7bf1478ce found in /users/project/4DGenome/data/4DGenome_metadata.db
INFO 	2016-04-06 19:08:48 	[reads_filtering] 	excluded reads due to dangling ends are at /users/project/4DGenome_no_backup/data/hic/samples/a1e46328c_7bf1478ce/results/hg38_mmtv/excluded_reads/dangling_ends
INFO 	2016-04-06 19:08:48 	[reads_filtering] 	excluded reads due to self circle are at /users/project/4DGenome_no_backup/data/hic/samples/a1e46328c_7bf1478ce/results/hg38_mmtv/excluded_reads/self_circle
INFO 	2016-04-06 19:08:48 	[reads_filtering] 	summary of excluded reads at /users/project/4DGenome_no_backup/data/hic/samples/a1e46328c_7bf1478ce/results/hg38_mmtv/excluded_reads/summary_excluded_per_filter
INFO 	2016-04-06 19:27:05 	[reads_filtering] 	numbers and fractions of filtered and excluded reads added to the metadata
TIME 	2016-04-06 19:28:55 	[reads_filtering] 	step time for completion (seconds) = 1225

INFO 	2016-04-06 19:29:00 	[post_filtering_statistics] 	generating post filtering descriptive statistics plots... saved at /users/project/4DGenome_no_backup/data/hic/samples/a1e46328c_7bf1478ce/plots/hg38_mmtv/post_filtering_statistics:
INFO 	2016-04-06 19:29:00 	[post_filtering_statistics] 	- filtered reads: sequencing coverage along chromosomes, coverage values and interaction matrix
INFO 	2016-04-06 19:29:00 	[post_filtering_statistics] 	- dangling ends: sequencing coverage along chromosomes and coverage values
INFO 	2016-04-06 19:29:00 	[post_filtering_statistics] 	- self-circle ends: sequencing coverage along chromosomes and coverage values
TIME 	2016-04-06 19:51:46 	[post_filtering_statistics] 	step time for completion (seconds) = 1366

INFO 	2016-04-06 19:51:48 	[index_contacts] 	indexing /users/project/4DGenome_no_backup/data/hic/samples/a1e46328c_7bf1478ce/results/hg38_mmtv/filtered_reads/*filtered_map.tsv
TIME 	2016-04-06 20:28:50 	[index_contacts] 	step time for completion (seconds) = 2222

INFO 	2016-04-06 20:29:04 	[map_to_bam] 	converting MAP to BAM
[bam_sort_core] merging from 65 files...
TIME 	2016-04-06 21:52:19 	[map_to_bam] 	step time for completion (seconds) = 4995

INFO 	2016-04-06 21:52:21 	[downstream_bam] 	perform several downstream analyses
TIME 	2016-04-07 08:34:23 	[downstream_bam] 	step time for completion (seconds) = 38522

INFO 	2016-04-07 08:34:25 	[clean_up] 	deleting the following intermediate files/directories:
INFO 	2016-04-07 08:34:25 	[clean_up] 	/users/project/4DGenome_no_backup/data/hic/samples/a1e46328c_7bf1478ce/fastqs_processed
INFO 	2016-04-07 08:34:25 	[clean_up] 	/users/project/4DGenome_no_backup/data/hic/samples/a1e46328c_7bf1478ce/mapped_reads
TIME 	2016-04-07 08:34:26 	[clean_up] 	step time for completion (seconds) = 1


